# sequenceName	alias names
chr1	AC_000158.1
chrUn_GJ059147v1	NW_003099892.1
chrUn_GJ059148v1	NW_003099893.1
chrUn_GJ059149v1	NW_003099894.1
chrUn_GJ059150v1	NW_003099895.1
chrUn_GJ059151v1	NW_003099896.1
chrUn_GJ059152v1	NW_003099897.1
chrUn_GJ059153v1	NW_003099898.1
chrUn_GJ059154v1	NW_003099899.1
chrUn_GJ059155v1	NW_003099900.1
chrUn_GJ059156v1	NW_003099901.1
chrUn_GJ059157v1	NW_003099902.1
chrUn_GJ059158v1	NW_003099903.1
chrUn_GJ059159v1	NW_003099904.1
chrUn_GJ059160v1	NW_003099905.1
chrUn_GJ059161v1	NW_003099906.1
chrUn_GJ059162v1	NW_003099907.1
chrUn_GJ059163v1	NW_003099908.1
chrUn_GJ059164v1	NW_003099909.1
chrUn_GJ059165v1	NW_003099910.1
chrUn_GJ059166v1	NW_003099911.1
chrUn_GJ059167v1	NW_003099912.1
chrUn_GJ059168v1	NW_003099913.1
chrUn_GJ059169v1	NW_003099914.1
chrUn_GJ059170v1	NW_003099915.1
chrUn_GJ059171v1	NW_003099916.1
chrUn_GJ059172v1	NW_003099917.1
chrUn_GJ059173v1	NW_003099918.1
chrUn_GJ059174v1	NW_003099919.1
chrUn_GJ059175v1	NW_003099920.1
chrUn_GJ059176v1	NW_003099921.1
chrUn_GJ059177v1	NW_003099922.1
chrUn_GJ059178v1	NW_003099923.1
chrUn_GJ059179v1	NW_003099924.1
chrUn_GJ059180v1	NW_003099925.1
chrUn_GJ059181v1	NW_003099926.1
chrUn_GJ059182v1	NW_003099927.1
chrUn_GJ059183v1	NW_003099928.1
chrUn_GJ059184v1	NW_003099929.1
chrUn_GJ059185v1	NW_003099930.1
chrUn_GJ059186v1	NW_003099931.1
chrUn_GJ059187v1	NW_003099932.1
chrUn_GJ059188v1	NW_003099933.1
chrUn_GJ059189v1	NW_003099934.1
chrUn_GJ059190v1	NW_003099935.1
chrUn_GJ059191v1	NW_003099936.1
chrUn_GJ059192v1	NW_003099937.1
chrUn_GJ059193v1	NW_003099938.1
chrUn_GJ059194v1	NW_003099939.1
chrUn_GJ059195v1	NW_003099940.1
chrUn_GJ059196v1	NW_003099941.1
chrUn_GJ059197v1	NW_003099942.1
chrUn_GJ059198v1	NW_003099943.1
chrUn_GJ059199v1	NW_003099944.1
chrUn_GJ059200v1	NW_003099945.1
chrUn_GJ059201v1	NW_003099946.1
chrUn_GJ059202v1	NW_003099947.1
chrUn_GJ059203v1	NW_003099948.1
chrUn_GJ059204v1	NW_003099949.1
chrUn_GJ059205v1	NW_003099950.1
chrUn_GJ059206v1	NW_003099951.1
chrUn_GJ059207v1	NW_003099952.1
chrUn_GJ059208v1	NW_003099953.1
chrUn_GJ059209v1	NW_003099954.1
chrUn_GJ059210v1	NW_003099955.1
chrUn_GJ059211v1	NW_003099956.1
chrUn_GJ059212v1	NW_003099957.1
chrUn_GJ059213v1	NW_003099958.1
chrUn_GJ059214v1	NW_003099959.1
chrUn_GJ059215v1	NW_003099960.1
chrUn_GJ059216v1	NW_003099961.1
chrUn_GJ059217v1	NW_003099962.1
chrUn_GJ059218v1	NW_003099963.1
chrUn_GJ059219v1	NW_003099964.1
chrUn_GJ059220v1	NW_003099965.1
chrUn_GJ059221v1	NW_003099966.1
chrUn_GJ059222v1	NW_003099967.1
chrUn_GJ059223v1	NW_003099968.1
chrUn_GJ059224v1	NW_003099969.1
chrUn_GJ059225v1	NW_003099970.1
chrUn_GJ059226v1	NW_003099971.1
chrUn_GJ059227v1	NW_003099972.1
chrUn_GJ059228v1	NW_003099973.1
chrUn_GJ059229v1	NW_003099974.1
chrUn_GJ059230v1	NW_003099975.1
chrUn_GJ059232v1	NW_003099977.1
chrUn_GJ059233v1	NW_003099978.1
chrUn_GJ059234v1	NW_003099979.1
chrUn_GJ059235v1	NW_003099980.1
chrUn_GJ059236v1	NW_003099981.1
chrUn_GJ059237v1	NW_003099982.1
chrUn_GJ059238v1	NW_003099983.1
chrUn_GJ059239v1	NW_003099984.1
chrUn_GJ059240v1	NW_003099985.1
chrUn_GJ059241v1	NW_003099986.1
chrUn_GJ059242v1	NW_003099987.1
chrUn_GJ059243v1	NW_003099988.1
chrUn_GJ059244v1	NW_003099989.1
chrUn_GJ059245v1	NW_003099990.1
chrUn_GJ059246v1	NW_003099991.1
chrUn_GJ059247v1	NW_003099992.1
chrUn_GJ059248v1	NW_003099993.1
chrUn_GJ059249v1	NW_003099994.1
chrUn_GJ059250v1	NW_003099995.1
chrUn_GJ059251v1	NW_003099996.1
chrUn_GJ059252v1	NW_003099997.1
chrUn_GJ059253v1	NW_003099998.1
chrUn_GJ059254v1	NW_003099999.1
chrUn_GJ059255v1	NW_003100000.1
chrUn_GJ059256v1	NW_003100001.1
chrUn_GJ059257v1	NW_003100002.1
chrUn_GJ059258v1	NW_003100003.1
chrUn_GJ059259v1	NW_003100004.1
chrUn_GJ059260v1	NW_003100005.1
chrUn_GJ059261v1	NW_003100006.1
chrUn_GJ059262v1	NW_003100007.1
chrUn_GJ059263v1	NW_003100008.1
chrUn_GJ059264v1	NW_003100009.1
chrUn_GJ059265v1	NW_003100010.1
chrUn_GJ059266v1	NW_003100011.1
chrUn_GJ059267v1	NW_003100012.1
chrUn_GJ059268v1	NW_003100013.1
chrUn_GJ059269v1	NW_003100014.1
chrUn_GJ059270v1	NW_003100015.1
chrUn_GJ059271v1	NW_003100016.1
chrUn_GJ059272v1	NW_003100017.1
chrUn_GJ059273v1	NW_003100018.1
chrUn_GJ059274v1	NW_003100019.1
chrUn_GJ059275v1	NW_003100020.1
chrUn_GJ059276v1	NW_003100021.1
chrUn_GJ059277v1	NW_003100022.1
chrUn_GJ059278v1	NW_003100023.1
chrUn_GJ059279v1	NW_003100024.1
chrUn_GJ059280v1	NW_003100025.1
chrUn_GJ059281v1	NW_003100026.1
chrUn_GJ059282v1	NW_003100027.1
chrUn_GJ059283v1	NW_003100028.1
chrUn_GJ059284v1	NW_003100029.1
chrUn_GJ059285v1	NW_003100030.1
chrUn_GJ059286v1	NW_003100031.1
chrUn_GJ059287v1	NW_003100032.1
chrUn_GJ059288v1	NW_003100033.1
chrUn_GJ059289v1	NW_003100034.1
chrUn_GJ059290v1	NW_003100035.1
chrUn_GJ059291v1	NW_003100036.1
chrUn_GJ059292v1	NW_003100037.1
chrUn_GJ059293v1	NW_003100038.1
chrUn_GJ059294v1	NW_003100039.1
chrUn_GJ059295v1	NW_003100040.1
chrUn_GJ059296v1	NW_003100041.1
chrUn_GJ059297v1	NW_003100042.1
chrUn_GJ059298v1	NW_003100043.1
chrUn_GJ059299v1	NW_003100044.1
chrUn_GJ059300v1	NW_003100045.1
chrUn_GJ059301v1	NW_003100046.1
chrUn_GJ059302v1	NW_003100047.1
chrUn_GJ059303v1	NW_003100048.1
chrUn_GJ059304v1	NW_003100049.1
chrUn_GJ059305v1	NW_003100050.1
chrUn_GJ059307v1	NW_003100052.1
chrUn_GJ059308v1	NW_003100053.1
chrUn_GJ059309v1	NW_003100054.1
chrUn_GJ059311v1	NW_003100056.1
chrUn_GJ059313v1	NW_003100058.1
chrUn_GJ059314v1	NW_003100059.1
chrUn_GJ059315v1	NW_003100060.1
chrUn_GJ059316v1	NW_003100061.1
chrUn_GJ059317v1	NW_003100062.1
chrUn_GJ059318v1	NW_003100063.1
chrUn_GJ059319v1	NW_003100064.1
chrUn_GJ059320v1	NW_003100065.1
chrUn_GJ059321v1	NW_003100066.1
chrUn_GJ059322v1	NW_003100067.1
chrUn_GJ059323v1	NW_003100068.1
chrUn_GJ059324v1	NW_003100069.1
chrUn_GJ059325v1	NW_003100070.1
chrUn_GJ059327v1	NW_003100072.1
chrUn_GJ059328v1	NW_003100073.1
chrUn_GJ059329v1	NW_003100074.1
chrUn_GJ059330v1	NW_003100075.1
chrUn_GJ059331v1	NW_003100076.1
chrUn_GJ059333v1	NW_003100078.1
chrUn_GJ059334v1	NW_003100079.1
chrUn_GJ059335v1	NW_003100080.1
chrUn_GJ059336v1	NW_003100081.1
chrUn_GJ059337v1	NW_003100082.1
chrUn_GJ059338v1	NW_003100083.1
chrUn_GJ059339v1	NW_003100084.1
chrUn_GJ059340v1	NW_003100085.1
chrUn_GJ059343v1	NW_003100088.1
chrUn_GJ059344v1	NW_003100089.1
chrUn_GJ059347v1	NW_003100092.1
chrUn_GJ059348v1	NW_003100093.1
chrUn_GJ059349v1	NW_003100094.1
chrUn_GJ059350v1	NW_003100095.1
chrUn_GJ059351v1	NW_003100096.1
chrUn_GJ059352v1	NW_003100097.1
chrUn_GJ059353v1	NW_003100098.1
chrUn_GJ059354v1	NW_003100099.1
chrUn_GJ059355v1	NW_003100100.1
chrUn_GJ059356v1	NW_003100101.1
chrUn_GJ059357v1	NW_003100102.1
chrUn_GJ059358v1	NW_003100103.1
chrUn_GJ059359v1	NW_003100104.1
chrUn_GJ059360v1	NW_003100105.1
chrUn_GJ059361v1	NW_003100106.1
chrUn_GJ059362v1	NW_003100107.1
chrUn_GJ059363v1	NW_003100108.1
chrUn_GJ059364v1	NW_003100109.1
chrUn_GJ059365v1	NW_003100110.1
chrUn_GJ059366v1	NW_003100111.1
chrUn_GJ059367v1	NW_003100112.1
chrUn_GJ059368v1	NW_003100113.1
chrUn_GJ059369v1	NW_003100114.1
chrUn_GJ059370v1	NW_003100115.1
chrUn_GJ059371v1	NW_003100116.1
chrUn_GJ059372v1	NW_003100117.1
chrUn_GJ059373v1	NW_003100118.1
chrUn_GJ059374v1	NW_003100119.1
chrUn_GJ059375v1	NW_003100120.1
chrUn_GJ059376v1	NW_003100121.1
chrUn_GJ059377v1	NW_003100122.1
chrUn_GJ059378v1	NW_003100123.1
chrUn_GJ059379v1	NW_003100124.1
chrUn_GJ059380v1	NW_003100125.1
chrUn_GJ059381v1	NW_003100126.1
chrUn_GJ059382v1	NW_003100127.1
chrUn_GJ059383v1	NW_003100128.1
chrUn_GJ059384v1	NW_003100129.1
chrUn_GJ059385v1	NW_003100130.1
chrUn_GJ059386v1	NW_003100131.1
chrUn_GJ059387v1	NW_003100132.1
chrUn_GJ059388v1	NW_003100133.1
chrUn_GJ059389v1	NW_003100134.1
chrUn_GJ059390v1	NW_003100135.1
chrUn_GJ059391v1	NW_003100136.1
chrUn_GJ059392v1	NW_003100137.1
chrUn_GJ059393v1	NW_003100138.1
chrUn_GJ059394v1	NW_003100139.1
chrUn_GJ059395v1	NW_003100140.1
chrUn_GJ059396v1	NW_003100141.1
chrUn_GJ059397v1	NW_003100142.1
chrUn_GJ059398v1	NW_003100143.1
chrUn_GJ059399v1	NW_003100144.1
chrUn_GJ059400v1	NW_003100145.1
chrUn_GJ059401v1	NW_003100146.1
chrUn_GJ059402v1	NW_003100147.1
chrUn_GJ059407v1	NW_003100152.1
chrUn_GJ059408v1	NW_003100153.1
chrUn_GJ059409v1	NW_003100154.1
chrUn_GJ059410v1	NW_003100155.1
chrUn_GJ059411v1	NW_003100156.1
chrUn_GJ059412v1	NW_003100157.1
chrUn_GJ059413v1	NW_003100158.1
chrUn_GJ059414v1	NW_003100159.1
chrUn_GJ059415v1	NW_003100160.1
chrUn_GJ059416v1	NW_003100161.1
chrUn_GJ059417v1	NW_003100162.1
chrUn_GJ059418v1	NW_003100163.1
chrUn_GJ059419v1	NW_003100164.1
chrUn_GJ059420v1	NW_003100165.1
chrUn_GJ059421v1	NW_003100166.1
chrUn_GJ059422v1	NW_003100167.1
chrUn_GJ059423v1	NW_003100168.1
chrUn_GJ059424v1	NW_003100169.1
chrUn_GJ059425v1	NW_003100170.1
chrUn_GJ059426v1	NW_003100171.1
chrUn_GJ059428v1	NW_003100173.1
chrUn_GJ059429v1	NW_003100174.1
chrUn_GJ059430v1	NW_003100175.1
chrUn_GJ059431v1	NW_003100176.1
chrUn_GJ059432v1	NW_003100177.1
chrUn_GJ059433v1	NW_003100178.1
chrUn_GJ059434v1	NW_003100179.1
chrUn_GJ059435v1	NW_003100180.1
chrUn_GJ059436v1	NW_003100181.1
chrUn_GJ059437v1	NW_003100182.1
chrUn_GJ059438v1	NW_003100183.1
chrUn_GJ059439v1	NW_003100184.1
chrUn_GJ059440v1	NW_003100185.1
chrUn_GJ059441v1	NW_003100186.1
chrUn_GJ059442v1	NW_003100187.1
chrUn_GJ059443v1	NW_003100188.1
chrUn_GJ059444v1	NW_003100189.1
chrUn_GJ059445v1	NW_003100190.1
chrUn_GJ059446v1	NW_003100191.1
chrUn_GJ059447v1	NW_003100192.1
chrUn_GJ059448v1	NW_003100193.1
chrUn_GJ059449v1	NW_003100194.1
chrUn_GJ059450v1	NW_003100195.1
chrUn_GJ059451v1	NW_003100196.1
chrUn_GJ059452v1	NW_003100197.1
chrUn_GJ059453v1	NW_003100198.1
chrUn_GJ059454v1	NW_003100199.1
chrUn_GJ059455v1	NW_003100200.1
chrUn_GJ059456v1	NW_003100201.1
chrUn_GJ059457v1	NW_003100202.1
chrUn_GJ059458v1	NW_003100203.1
chrUn_GJ059459v1	NW_003100204.1
chrUn_GJ059460v1	NW_003100205.1
chrUn_GJ059461v1	NW_003100206.1
chrUn_GJ059462v1	NW_003100207.1
chrUn_GJ059463v1	NW_003100208.1
chrUn_GJ059464v1	NW_003100209.1
chrUn_GJ059465v1	NW_003100210.1
chrUn_GJ059466v1	NW_003100211.1
chrUn_GJ059467v1	NW_003100212.1
chrUn_GJ059468v1	NW_003100213.1
chrUn_GJ059469v1	NW_003100214.1
chrUn_GJ059470v1	NW_003100215.1
chrUn_GJ059471v1	NW_003100216.1
chrUn_GJ059472v1	NW_003100217.1
chrUn_GJ059473v1	NW_003100218.1
chrUn_GJ059474v1	NW_003100219.1
chrUn_GJ059475v1	NW_003100220.1
chrUn_GJ059476v1	NW_003100221.1
chrUn_GJ059477v1	NW_003100222.1
chrUn_GJ059478v1	NW_003100223.1
chrUn_GJ059479v1	NW_003100224.1
chrUn_GJ059480v1	NW_003100225.1
chrUn_GJ059481v1	NW_003100226.1
chrUn_GJ059482v1	NW_003100227.1
chrUn_GJ059483v1	NW_003100228.1
chrUn_GJ059484v1	NW_003100229.1
chrUn_GJ059485v1	NW_003100230.1
chrUn_GJ059486v1	NW_003100231.1
chrUn_GJ059487v1	NW_003100232.1
chrUn_GJ059488v1	NW_003100233.1
chrUn_GJ059489v1	NW_003100234.1
chrUn_GJ059490v1	NW_003100235.1
chrUn_GJ059491v1	NW_003100236.1
chrUn_GJ059492v1	NW_003100237.1
chrUn_GJ059493v1	NW_003100238.1
chrUn_GJ059494v1	NW_003100239.1
chrUn_GJ059495v1	NW_003100240.1
chrUn_GJ059496v1	NW_003100241.1
chrUn_GJ059497v1	NW_003100242.1
chrUn_GJ059498v1	NW_003100243.1
chrUn_GJ059499v1	NW_003100244.1
chrUn_GJ059500v1	NW_003100245.1
chrUn_GJ059501v1	NW_003100246.1
chrUn_GJ059502v1	NW_003100247.1
chrUn_GJ059503v1	NW_003100248.1
chrUn_GJ059504v1	NW_003100249.1
chrUn_GJ059505v1	NW_003100250.1
chrUn_GJ059506v1	NW_003100251.1
chrUn_GJ059507v1	NW_003100252.1
chrUn_GJ059508v1	NW_003100253.1
chrUn_GJ059509v1	NW_003100254.1
chrUn_GJ059510v1	NW_003100255.1
chrUn_GJ059511v1	NW_003100256.1
chrUn_GJ059512v1	NW_003100257.1
chrUn_GJ059513v1	NW_003100258.1
chrUn_GJ059514v1	NW_003100259.1
chrUn_GJ059515v1	NW_003100260.1
chrUn_GJ059516v1	NW_003100261.1
chrUn_GJ059517v1	NW_003100262.1
chrUn_GJ059518v1	NW_003100263.1
chrUn_GJ059519v1	NW_003100264.1
chrUn_GJ059520v1	NW_003100265.1
chrUn_GJ059521v1	NW_003100266.1
chrUn_GJ059522v1	NW_003100267.1
chrUn_GJ059523v1	NW_003100268.1
chrUn_GJ059524v1	NW_003100269.1
chrUn_GJ059525v1	NW_003100270.1
chrUn_GJ059526v1	NW_003100271.1
chrUn_GJ059527v1	NW_003100272.1
chrUn_GJ059528v1	NW_003100273.1
chrUn_GJ059529v1	NW_003100274.1
chrUn_GJ059530v1	NW_003100275.1
chrUn_GJ059531v1	NW_003100276.1
chrUn_GJ059532v1	NW_003100277.1
chrUn_GJ059533v1	NW_003100278.1
chrUn_GJ059534v1	NW_003100279.1
chrUn_GJ059535v1	NW_003100280.1
chrUn_GJ059536v1	NW_003100281.1
chrUn_GJ059537v1	NW_003100282.1
chrUn_GJ059538v1	NW_003100283.1
chrUn_GJ059539v1	NW_003100284.1
chrUn_GJ059540v1	NW_003100285.1
chrUn_GJ059541v1	NW_003100286.1
chrUn_GJ059542v1	NW_003100287.1
chrUn_GJ059543v1	NW_003100288.1
chrUn_GJ059544v1	NW_003100289.1
chrUn_GJ059545v1	NW_003100290.1
chrUn_GJ059546v1	NW_003100291.1
chrUn_GJ059547v1	NW_003100292.1
chrUn_GJ059548v1	NW_003100293.1
chrUn_GJ059549v1	NW_003100294.1
chrUn_GJ059550v1	NW_003100295.1
chrUn_GJ059551v1	NW_003100296.1
chrUn_GJ059552v1	NW_003100297.1
chrUn_GJ059553v1	NW_003100298.1
chrUn_GJ059554v1	NW_003100299.1
chrUn_GJ059555v1	NW_003100300.1
chrUn_GJ059556v1	NW_003100301.1
chrUn_GJ059557v1	NW_003100302.1
chrUn_GJ059558v1	NW_003100303.1
chrUn_GJ059559v1	NW_003100304.1
chrUn_GJ059560v1	NW_003100305.1
chrUn_GJ059561v1	NW_003100306.1
chrUn_GJ059562v1	NW_003100307.1
chrUn_GJ059563v1	NW_003100308.1
chrUn_GJ059564v1	NW_003100309.1
chrUn_GJ059565v1	NW_003100310.1
chrUn_GJ059566v1	NW_003100311.1
chrUn_GJ059567v1	NW_003100312.1
chrUn_GJ059568v1	NW_003100313.1
chrUn_GJ059569v1	NW_003100314.1
chrUn_GJ059570v1	NW_003100315.1
chrUn_GJ059571v1	NW_003100316.1
chrUn_GJ059572v1	NW_003100317.1
chrUn_GJ059573v1	NW_003100318.1
chrUn_GJ059574v1	NW_003100319.1
chrUn_GJ059575v1	NW_003100320.1
chrUn_GJ059576v1	NW_003100321.1
chrUn_GJ059577v1	NW_003100322.1
chrUn_GJ059578v1	NW_003100323.1
chrUn_GJ059579v1	NW_003100324.1
chrUn_GJ059580v1	NW_003100325.1
chrUn_GJ059581v1	NW_003100326.1
chrUn_GJ059582v1	NW_003100327.1
chrUn_GJ059583v1	NW_003100328.1
chrUn_GJ059584v1	NW_003100329.1
chrUn_GJ059585v1	NW_003100330.1
chrUn_GJ059586v1	NW_003100331.1
chrUn_GJ059587v1	NW_003100332.1
chrUn_GJ059588v1	NW_003100333.1
chrUn_GJ059589v1	NW_003100334.1
chrUn_GJ059590v1	NW_003100335.1
chrUn_GJ059591v1	NW_003100336.1
chrUn_GJ059592v1	NW_003100337.1
chrUn_GJ059593v1	NW_003100338.1
chrUn_GJ059594v1	NW_003100339.1
chrUn_GJ059595v1	NW_003100340.1
chrUn_GJ059596v1	NW_003100341.1
chrUn_GJ059597v1	NW_003100342.1
chrUn_GJ059598v1	NW_003100343.1
chrUn_GJ059599v1	NW_003100344.1
chrUn_GJ059600v1	NW_003100345.1
chrUn_GJ059601v1	NW_003100346.1
chrUn_GJ059602v1	NW_003100347.1
chrUn_GJ059603v1	NW_003100348.1
chrUn_GJ059604v1	NW_003100349.1
chrUn_GJ059605v1	NW_003100350.1
chrUn_GJ059606v1	NW_003100351.1
chrUn_GJ059607v1	NW_003100352.1
chrUn_GJ059608v1	NW_003100353.1
chrUn_GJ059609v1	NW_003100354.1
chrUn_GJ059610v1	NW_003100355.1
chrUn_GJ059611v1	NW_003100356.1
chrUn_GJ059612v1	NW_003100357.1
chrUn_GJ059613v1	NW_003100358.1
chrUn_GJ059614v1	NW_003100359.1
chrUn_GJ059615v1	NW_003100360.1
chrUn_GJ059616v1	NW_003100361.1
chrUn_GJ059617v1	NW_003100362.1
chrUn_GJ059618v1	NW_003100363.1
chrUn_GJ059619v1	NW_003100364.1
chrUn_GJ059620v1	NW_003100365.1
chrUn_GJ059621v1	NW_003100366.1
chrUn_GJ059622v1	NW_003100367.1
chrUn_GJ059623v1	NW_003100368.1
chrUn_GJ059624v1	NW_003100369.1
chrUn_GJ059625v1	NW_003100370.1
chrUn_GJ059626v1	NW_003100371.1
chrUn_GJ059627v1	NW_003100372.1
chrUn_GJ059628v1	NW_003100373.1
chrUn_GJ059629v1	NW_003100374.1
chrUn_GJ059630v1	NW_003100375.1
chrUn_GJ059631v1	NW_003100376.1
chrUn_GJ059632v1	NW_003100377.1
chrUn_GJ059633v1	NW_003100378.1
chrUn_GJ059634v1	NW_003100379.1
chrUn_GJ059635v1	NW_003100380.1
chrUn_GJ059636v1	NW_003100381.1
chrUn_GJ059637v1	NW_003100382.1
chrUn_GJ059638v1	NW_003100383.1
chrUn_GJ059639v1	NW_003100384.1
chrUn_GJ059640v1	NW_003100385.1
chrUn_GJ059641v1	NW_003100386.1
chrUn_GJ059642v1	NW_003100387.1
chrUn_GJ059643v1	NW_003100388.1
chrUn_GJ059644v1	NW_003100389.1
chrUn_GJ059645v1	NW_003100390.1
chrUn_GJ059646v1	NW_003100391.1
chrUn_GJ059647v1	NW_003100392.1
chrUn_GJ059648v1	NW_003100393.1
chrUn_GJ059649v1	NW_003100394.1
chrUn_GJ059650v1	NW_003100395.1
chrUn_GJ059651v1	NW_003100396.1
chrUn_GJ059652v1	NW_003100397.1
chrUn_GJ059653v1	NW_003100398.1
chrUn_GJ059654v1	NW_003100399.1
chrUn_GJ059655v1	NW_003100400.1
chrUn_GJ059656v1	NW_003100401.1
chrUn_GJ059657v1	NW_003100402.1
chrUn_GJ059658v1	NW_003100403.1
chrUn_GJ059659v1	NW_003100404.1
chrUn_GJ059660v1	NW_003100405.1
chrUn_GJ059661v1	NW_003100406.1
chrUn_GJ059662v1	NW_003100407.1
chrUn_GJ059663v1	NW_003100408.1
chrUn_GJ059664v1	NW_003100409.1
chrUn_GJ059665v1	NW_003100410.1
chrUn_GJ059666v1	NW_003100411.1
chrUn_GJ059667v1	NW_003100412.1
chrUn_GJ059668v1	NW_003100413.1
chrUn_GJ059669v1	NW_003100414.1
chrUn_GJ059670v1	NW_003100415.1
chrUn_GJ059671v1	NW_003100416.1
chrUn_GJ059672v1	NW_003100417.1
chrUn_GJ059673v1	NW_003100418.1
chrUn_GJ059674v1	NW_003100419.1
chrUn_GJ059675v1	NW_003100420.1
chrUn_GJ059676v1	NW_003100421.1
chrUn_GJ059677v1	NW_003100422.1
chrUn_GJ059678v1	NW_003100423.1
chrUn_GJ059679v1	NW_003100424.1
chrUn_GJ059680v1	NW_003100425.1
chrUn_GJ059681v1	NW_003100426.1
chrUn_GJ059682v1	NW_003100427.1
chrUn_GJ059683v1	NW_003100428.1
chrUn_GJ059684v1	NW_003100429.1
chrUn_GJ059685v1	NW_003100430.1
chrUn_GJ059686v1	NW_003100431.1
chrUn_GJ059687v1	NW_003100432.1
chrUn_GJ059688v1	NW_003100433.1
chrUn_GJ059689v1	NW_003100434.1
chrUn_GJ059690v1	NW_003100435.1
chrUn_GJ059691v1	NW_003100436.1
chrUn_GJ059692v1	NW_003100437.1
chrUn_GJ059693v1	NW_003100438.1
chrUn_GJ059694v1	NW_003100439.1
chrUn_GJ059695v1	NW_003100440.1
chrUn_GJ059696v1	NW_003100441.1
chrUn_GJ059697v1	NW_003100442.1
chrUn_GJ059698v1	NW_003100443.1
chrUn_GJ059699v1	NW_003100444.1
chrUn_GJ059700v1	NW_003100445.1
chrUn_GJ059701v1	NW_003100446.1
chrUn_GJ059702v1	NW_003100447.1
chrUn_GJ059703v1	NW_003100448.1
chrUn_GJ059704v1	NW_003100449.1
chrUn_GJ059705v1	NW_003100450.1
chrUn_GJ059706v1	NW_003100451.1
chrUn_GJ059707v1	NW_003100452.1
chrUn_GJ059708v1	NW_003100453.1
chrUn_GJ059709v1	NW_003100454.1
chrUn_GJ059710v1	NW_003100455.1
chrUn_GJ059711v1	NW_003100456.1
chrUn_GJ059712v1	NW_003100457.1
chrUn_GJ059713v1	NW_003100458.1
chrUn_GJ059714v1	NW_003100459.1
chrUn_GJ059715v1	NW_003100460.1
chrUn_GJ059716v1	NW_003100461.1
chrUn_GJ059717v1	NW_003100462.1
chrUn_GJ059718v1	NW_003100463.1
chrUn_GJ059719v1	NW_003100464.1
chrUn_GJ059720v1	NW_003100465.1
chrUn_GJ059721v1	NW_003100466.1
chrUn_GJ059722v1	NW_003100467.1
chrUn_GJ059723v1	NW_003100468.1
chrUn_GJ059724v1	NW_003100469.1
chrUn_GJ059725v1	NW_003100470.1
chrUn_GJ059726v1	NW_003100471.1
chrUn_GJ059727v1	NW_003100472.1
chrUn_GJ059728v1	NW_003100473.1
chrUn_GJ059729v1	NW_003100474.1
chrUn_GJ059730v1	NW_003100475.1
chrUn_GJ059731v1	NW_003100476.1
chrUn_GJ059732v1	NW_003100477.1
chrUn_GJ059733v1	NW_003100478.1
chrUn_GJ059734v1	NW_003100479.1
chrUn_GJ059735v1	NW_003100480.1
chrUn_GJ059736v1	NW_003100481.1
chrUn_GJ059737v1	NW_003100482.1
chrUn_GJ059738v1	NW_003100483.1
chrUn_GJ059739v1	NW_003100484.1
chrUn_GJ059740v1	NW_003100485.1
chrUn_GJ059741v1	NW_003100486.1
chrUn_GJ059742v1	NW_003100487.1
chrUn_GJ059743v1	NW_003100488.1
chrUn_GJ059744v1	NW_003100489.1
chrUn_GJ059745v1	NW_003100490.1
chrUn_GJ059746v1	NW_003100491.1
chrUn_GJ059748v1	NW_003100493.1
chrUn_GJ059749v1	NW_003100494.1
chrUn_GJ059750v1	NW_003100495.1
chrUn_GJ059751v1	NW_003100496.1
chrUn_GJ059752v1	NW_003100497.1
chrUn_GJ059753v1	NW_003100498.1
chrUn_GJ059754v1	NW_003100499.1
chrUn_GJ059755v1	NW_003100500.1
chrUn_GJ059756v1	NW_003100501.1
chrUn_GJ059757v1	NW_003100502.1
chrUn_GJ059758v1	NW_003100503.1
chrUn_GJ059759v1	NW_003100504.1
chrUn_GJ059760v1	NW_003100505.1
chrUn_GJ059761v1	NW_003100506.1
chrUn_GJ059762v1	NW_003100507.1
chrUn_GJ059763v1	NW_003100508.1
chrUn_GJ059764v1	NW_003100509.1
chrUn_GJ059765v1	NW_003100510.1
chrUn_GJ059766v1	NW_003100511.1
chrUn_GJ059767v1	NW_003100512.1
chrUn_GJ059768v1	NW_003100513.1
chrUn_GJ059769v1	NW_003100514.1
chrUn_GJ059770v1	NW_003100515.1
chrUn_GJ059771v1	NW_003100516.1
chrUn_GJ059772v1	NW_003100517.1
chrUn_GJ059773v1	NW_003100518.1
chrUn_GJ059774v1	NW_003100519.1
chrUn_GJ059775v1	NW_003100520.1
chrUn_GJ059776v1	NW_003100521.1
chrUn_GJ059777v1	NW_003100522.1
chrUn_GJ059778v1	NW_003100523.1
chrUn_GJ059779v1	NW_003100524.1
chrUn_GJ059780v1	NW_003100525.1
chrUn_GJ059781v1	NW_003100526.1
chrUn_GJ059782v1	NW_003100527.1
chrUn_GJ059783v1	NW_003100528.1
chrUn_GJ059784v1	NW_003100529.1
chrUn_GJ059785v1	NW_003100530.1
chrUn_GJ059786v1	NW_003100531.1
chrUn_GJ059787v1	NW_003100532.1
chrUn_GJ059788v1	NW_003100533.1
chrUn_GJ059789v1	NW_003100534.1
chrUn_GJ059790v1	NW_003100535.1
chrUn_GJ059791v1	NW_003100536.1
chrUn_GJ059792v1	NW_003100537.1
chrUn_GJ059793v1	NW_003100538.1
chrUn_GJ059794v1	NW_003100539.1
chrUn_GJ059795v1	NW_003100540.1
chrUn_GJ059796v1	NW_003100541.1
chrUn_GJ059797v1	NW_003100542.1
